composite_key,company_id,company_name,variable_id,variable_name,construct,priority,value_type,unit,final_data_layer,original_status,final_value,final_status,reason_code,reason_text,explicit_zero_flag,warning_code,warning_text,calculation_note,source_records,repair_stage,freeze_decision,warning_flag
920116|CV009,920116,星图测控,CV009,融资时间跨度,融资节奏,A核心,CONTINUOUS,月,计算值,STRUCTURAL_NA,,STRUCTURAL_NA,STRUCTURAL_NA_FEWER_THAN_2_ROUNDS,融资轮数=1，少于2轮。,0,,,融资时间跨度不适用。,EVT-920116-0001,,FROZEN_UNCHANGED,0
920116|CV010,920116,星图测控,CV010,融资轮次间隔中位数,融资节奏,B扩展,CONTINUOUS,月,计算值,STRUCTURAL_NA,,STRUCTURAL_NA,STRUCTURAL_NA_FEWER_THAN_2_ROUNDS,融资轮数=1，少于2轮。,0,,,融资间隔中位数不适用。,EVT-920116-0001,,FROZEN_UNCHANGED,0
920116|CV011,920116,星图测控,CV011,确认PE/VC参与标记,PEVC参与,A核心,BINARY,0/1,研究判断派生,VALID,0,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,1,,,confirmed_pevc_legal_entity_count=0。,companies:920116,,FROZEN_UNCHANGED,0
920116|CV012,920116,星图测控,CV012,确认PE/VC法律主体数,PEVC参与,A核心,INTEGER,个,计算值+研究判断,VALID,0,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,1,,,读取公司层冻结确认PE/VC法律主体数。,companies:920116,,FROZEN_UNCHANGED,0
920116|CV013,920116,星图测控,CV013,确认PE/VC占直接主体比重,PEVC参与,B扩展,RATIO,0–1,计算值+研究判断,VALID,0,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,1,,,确认PE/VC法律主体数/直接参与法律主体数。,companies:920116,,FROZEN_UNCHANGED,0
920116|CV014,920116,星图测控,CV014,确认PE/VC参与融资轮数,PEVC参与深度,B扩展,INTEGER,轮,研究判断派生,VALID,0,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,1,,,公司层确认PE/VC数为0，因此确认PE/VC参与融资轮数为0。,companies:920116,,FROZEN_UNCHANGED,0
920116|CV015,920116,星图测控,CV015,首次确认PE/VC进入日期,PEVC进入时点,A核心,DATE_OR_MONTH,日期或年月,研究判断派生,STRUCTURAL_NA,,STRUCTURAL_NA,STRUCTURAL_NA_NO_CONFIRMED_PEVC,公司没有确认PE/VC法律主体。,0,,,首次确认PE/VC进入日期不适用。,companies:920116,,FROZEN_UNCHANGED,0
920116|CV016,920116,星图测控,CV016,首次确认PE/VC进入年份,PEVC进入时点,B扩展,INTEGER,年,计算值+研究判断,STRUCTURAL_NA,,STRUCTURAL_NA,STRUCTURAL_NA_NO_CONFIRMED_PEVC,公司没有确认PE/VC法律主体。,0,,,首次确认PE/VC进入年份不适用。,companies:920116,,FROZEN_UNCHANGED,0
920116|CV017,920116,星图测控,CV017,首次确认PE/VC融资轮位置,PEVC进入时点,B扩展,RATIO,0–1,研究判断派生,STRUCTURAL_NA,,STRUCTURAL_NA,STRUCTURAL_NA_NO_CONFIRMED_PEVC,公司没有确认PE/VC法律主体。,0,,,首次确认PE/VC融资轮位置不适用。,companies:920116,,FROZEN_UNCHANGED,0
920116|CV018,920116,星图测控,CV018,确认PE/VC间接路径标记,投资路径复杂度,B扩展,BINARY,0/1,研究判断派生,VALID,0,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,1,,,公司层确认PE/VC数为0，因此不存在确认PE/VC间接路径。,companies:920116,,FROZEN_UNCHANGED,0
920116|CV019,920116,星图测控,CV019,确认PE/VC进入方式多样性,PEVC进入方式,B扩展,INTEGER,种,研究判断派生,VALID,0,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,1,,,公司层确认PE/VC数为0，因此进入方式种类为0。,companies:920116,,FROZEN_UNCHANGED,0
920116|CV020,920116,星图测控,CV020,直接参与法律主体数,参与结构规模,A核心,INTEGER,个,计算值,VALID,3,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,读取公司层冻结直接参与法律主体数。,companies:920116,,FROZEN_UNCHANGED,0
920116|CV021,920116,星图测控,CV021,融资投资方法律主体数,融资参与广度,B扩展,INTEGER,个,计算值,VALID,3,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,ENTITY_NAME_CROSSWALK_LIMITATION,稳定ID足以计数，但部分PTY名称及PTY↔INV crosswalk未恢复，不能做名称级网络解释。,融资轮相关交易中筛选INVESTOR，canonical_entity_id优先、否则entity_id去重。,TRX-920116-0001-01-P01; TRX-920116-0001-01-P02; TRX-920116-0001-01-P03,,FROZEN_UNCHANGED,1
920116|CV022,920116,星图测控,CV022,每轮融资投资方密度,融资参与密度,B扩展,RATIO,个/轮,计算值,VALID,3,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,ENTITY_NAME_CROSSWALK_LIMITATION,稳定ID足以计数，但部分PTY名称及PTY↔INV crosswalk未恢复，不能做名称级网络解释。,融资投资方法律主体数/融资轮数。,TRX-920116-0001-01-P01; TRX-920116-0001-01-P02; TRX-920116-0001-01-P03,,FROZEN_UNCHANGED,1
920116|CV023,920116,星图测控,CV023,融资方式多样性,融资机制,B扩展,INTEGER,种,计算值,VALID,1,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,融资交易组成标准化方式=['DIRECTIONAL_ISSUANCE']。,TRX-920116-0001-01,,FROZEN_UNCHANGED,0
920116|CV024,920116,星图测控,CV024,股权转让交易数,二级股权流动,A核心,INTEGER,笔,计算值,VALID,0,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,1,,,按EQUITY_TRANSFER交易记录计数。,,,FROZEN_UNCHANGED,0
920116|CV025,920116,星图测控,CV025,可核验股权转让对价下限,二级股权流动,A核心,CONTINUOUS,万元人民币,标准化值+计算值,STRUCTURAL_NA,,STRUCTURAL_NA,STRUCTURAL_NA_TRANSFER_NOT_APPLICABLE,公司层转让金额状态为NOT_APPLICABLE。,0,,,不将不适用金额补0。,companies:920116,,FROZEN_UNCHANGED,0
920116|CV026,920116,星图测控,CV026,转让对价与融资金额比,二级股权流动,B扩展,RATIO,0–∞,计算值,STRUCTURAL_NA,,STRUCTURAL_NA,STRUCTURAL_NA_TRANSFER_NOT_APPLICABLE,转让金额不适用，因此转让/融资比率不适用。,0,,,不将不适用比率补0。,companies:920116,,FROZEN_UNCHANGED,0
920116|CV027,920116,星图测控,CV027,金额已知融资轮数,数据可用性,Q质量,INTEGER,轮,计算值,VALID,1,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,融资轮中金额非null记录数。,EVT-920116-0001,,FROZEN_UNCHANGED,0
920116|CV028,920116,星图测控,CV028,融资轮金额覆盖率,数据可用性,Q质量,RATIO,0–1,计算值,VALID,1,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,金额非null融资轮数/融资轮总数。,EVT-920116-0001,,FROZEN_UNCHANGED,0
920116|CV029,920116,星图测控,CV029,融资轮日期覆盖率,数据可用性,Q质量,RATIO,0–1,计算值,VALID,1,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,DAY或MONTH精度融资轮数/融资轮总数。,EVT-920116-0001,,FROZEN_UNCHANGED,0
920116|CV030,920116,星图测控,CV030,计算型轮次金额占比,数值来源结构,Q质量,RATIO,0–1,计算值,VALID,0,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,1,,,CALCULATED已知金额轮数/已知金额轮数。,EVT-920116-0001,,FROZEN_UNCHANGED,0
920116|CV031,920116,星图测控,CV031,每轮融资证据记录数,证据密度,Q质量,RATIO,条/轮,计算值,VALID,5,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,0,,,关联融资轮的去重evidence_id数/融资轮数。,EVD-920116-0001-01; EVD-920116-0001-02; EVD-920116-0001-03; EVD-920116-0001-04; EVD-920116-0001-05,,FROZEN_UNCHANGED,0
920116|CV032,920116,星图测控,CV032,公司级披露限制标记,披露边界,Q质量,BINARY,0/1,研究判断派生,VALID,0,VALID,OBSERVED_OR_CALCULATED,符合Stage 3计算门槛。,1,,,FINAL_APPROVED公司记录中检查disclosure_limitation是否非空。,companies:920116,,FROZEN_UNCHANGED,0
